age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income_more50K
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
>=60,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,United-States,0
50-59,Self-emp-not-inc,200K-300K,Bachelors,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,Canada,1
30-39,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Adm-clerical,Husband,White,Male,35-40,United-States,1
50-59,Self-emp-not-inc,<100K,Some-college,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
30-39,Private,100K-200K,Some-college,>=10,Divorced,Craft-repair,Not-in-family,White,Male,35-40,Iran,0
30-39,Private,<100K,Bachelors,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,0
30-39,Self-emp-not-inc,100K-200K,12th,8--9,Married-civ-spouse,Transport-moving,Husband,White,Male,>40,United-States,0
40-49,Private,>300K,Assoc-voc,>=10,Divorced,Craft-repair,Not-in-family,White,Female,35-40,United-States,0
40-49,Local-gov,100K-200K,Masters,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
40-49,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,1
40-49,Self-emp-not-inc,200K-300K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,0
>=60,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,United-States,0
50-59,Private,>300K,HS-grad,8--9,Married-civ-spouse,Other-service,Husband,White,Male,<35,Mexico,0
30-39,Private,100K-200K,Assoc-acdm,>=10,Separated,Other-service,Unmarried,White,Female,35-40,United-States,0
40-49,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
30-39,Private,200K-300K,Some-college,>=10,Never-married,Other-service,Own-child,White,Male,35-40,United-States,0
30-39,Private,100K-200K,Prof-school,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
30-39,Private,<100K,12th,8--9,Married-civ-spouse,Transport-moving,Husband,White,Male,35-40,United-States,0
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,0
30-39,Private,100K-200K,Assoc-acdm,>=10,Divorced,Tech-support,Not-in-family,White,Female,>40,United-States,0
20-29,Local-gov,<100K,Bachelors,>=10,Never-married,Prof-specialty,Own-child,White,Female,<35,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,1
30-39,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,1
40-49,State-gov,<100K,Doctorate,>=10,Married-civ-spouse,Prof-specialty,Wife,White,Female,>40,United-States,1
<20,Private,200K-300K,11th,<8,Never-married,Adm-clerical,Own-child,White,Male,<35,United-States,0
<20,Self-emp-not-inc,<100K,Some-college,>=10,Never-married,Craft-repair,Own-child,White,Male,<35,United-States,0
20-29,Private,100K-200K,Bachelors,>=10,Never-married,Sales,Not-in-family,Black,Female,35-40,United-States,0
20-29,Private,100K-200K,Bachelors,>=10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,>40,Taiwan,0
40-49,Private,<100K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
40-49,State-gov,200K-300K,Assoc-voc,>=10,Married-civ-spouse,Prof-specialty,Wife,White,Female,35-40,United-States,1
40-49,Private,100K-200K,Bachelors,>=10,Separated,Prof-specialty,Unmarried,White,Female,35-40,United-States,0
<20,Local-gov,100K-200K,HS-grad,8--9,Divorced,Exec-managerial,Not-in-family,White,Female,35-40,United-States,0
50-59,Self-emp-not-inc,<100K,HS-grad,8--9,Married-civ-spouse,Farming-fishing,Husband,White,Male,>40,United-States,0
40-49,Local-gov,100K-200K,Some-college,>=10,Married-civ-spouse,Protective-serv,Husband,White,Male,35-40,United-States,1
30-39,Private,200K-300K,Some-college,>=10,Married-civ-spouse,Adm-clerical,Husband,White,Male,35-40,United-States,0
